vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
1918-1931,812,"Белопольский, И. Р.",БелопольскийИР,Календарь ежедневных научных наблюдений,NA,NA,NA,М.,Начатки знаний,1918,NA,16,NA,NA,NA
1918-1931,813,"Белопольский, И. Р.",БелопольскийИР,Календарь ежедневных научных наблюдений,NA,Изд. 2-е,NA,М.,Начатки знаний,1919,Библиотека для детей и юношества,16,10000,NA,NA
1918-1931,819,"Белоусов, С. Д.",БелоусовСД,Как заложить и использовать культурный гектар,NA,NA,NA,Ростов-Дон,Акад. пед. наук СССР,1929,Детск. технич. и с.-х. станция Сев.-Кавказск. краевая при крайкоме ВЛКСМ и крайоно,4,10000,NA,NA
1918-1931,830а,"Беляев, М.",БеляевММ,Жизнь животных и растений,NA,NA,NA,М.; Л.,Гиз,1929,Рабочая библиотека школьника 1 ст,370,5000,1.85,NA
1918-1931,831,"Беляев, М.",БеляевММ,Жизнь животных и растений,NA,Изд. 2-е,NA,М.; Л.,Гиз,1930,Рабочая библиотека школьника 1 ст,352,20000,1.4,NA
1918-1931,831а,"Беляев, М.; Дормидонтов, В.",БеляевММ,Домашние рыбы,О рыболовстве и прудовом хозяйстве,NA,NA,М.; Л.,Гиз,1927,В помощь школьнику,74,3000,0.4,NA
1918-1931,831а,"Беляев, М.; Дормидонтов, В.",ДормидонтовВГ,Домашние рыбы,О рыболовстве и прудовом хозяйстве,NA,NA,М.; Л.,Гиз,1927,В помощь школьнику,74,3000,0.4,NA
1918-1931,834,"Беляков, Н. Д.",БеляковНД,Мои затеи,Как сделать коробчатый змей и модель самолета,Рис. Губина.,NA,М.,Крестьянская газета,1929,Библиотека «Дружные ребята»,31,30000,0.1,NA
1918-1931,835,"Беляков, Н. Д.",БеляковНД,Мои затеи,Как сделать коробчатый змей и модель самолета,Рис. Губина.,NA,М.,Крестьянская газета,1930,Библиотека «Дружные ребята»,30,30000,0.1,NA
1918-1931,836,"Беляков, Н. Д.",БеляковНД,Сделай сам бумажный змей,NA,NA,NA,М.; Л.,Гиз,1928,Сделай сам,8,10000,0.1,NA
1918-1931,837,"Беляков, Н. Д.",БеляковНД,Сделай сам кормушку,NA,NA,NA,М.; Л.,Гиз,1928,Сделай сам,11,10000,0.1,NA
1918-1931,838,"Беляков, Н. Д.",БеляковНД,Сделай сам. 1,Крольчатник. 2. Контрольное гнездо. 3. Поилка. 4. Овоскоп. 5. Кормушка для кур. 6. Кормушка для цыплят. 7. Аптечка,Рис. Губина.,NA,М.,Крестьянская газета,1929,Библиотека «Дружные ребята»,32,30000,0.1,NA
1918-1931,839,"Беляков, Н. Д.",БеляковНД,Сделай сам лапту,NA,NA,NA,М.; Л.,Гиз,1928,Сделай сам,14,10000,0.12,NA
1918-1931,840,"Беляков, Н. Д.",БеляковНД,Сделай сам почтовый ящик,NA,NA,NA,М.; Л.,Гиз,1928,Сделай сам,148,10000,0.1,NA
1918-1931,842,"Беляков, Н. Д.",БеляковНД,Скворцы,NA,Рис. И. Пичугина.,NA,М.,Работник просвещения,1927,Читальня советской школы,16,5000,0.25,NA
1918-1931,843,"Беляков, Н. Д.",БеляковНД,Скворцы,NA,Изд. 2-е,NA,М.,Работник просвещения,1927,Читальня советской школы,16,10000,0.25,NA
1918-1931,847,NOAUTHOR,NA,БЕЛЯНКА-КАПУСТНИЦА,NA,NA,NA,М.,Огиз—Молодая гвардия,1928,Центр. бюро юных натуралистов при Главсоцвосе НКП. В помощь юному натуралисту. Серия 1-я. Весна,4,3000,0.5,NA
1918-1931,850,"Бенкен, А.",БенкенА,Первое знакомство детей с родной природой,NA,NA,NA,М.,Книга,1922,NA,84,3000,NA,NA
1918-1931,851,"Бенкен, А.",БенкенА,Первое знакомство детей с родной природой,NA,Изд. 2-е,NA,П.,Книга,1923,NA,98,3000,NA,NA
1918-1931,853,"Бенюх, П. С.",БенюхПС,Конструктора будущего,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1930,Деритесь за политехнизм,80,30000,0.2,NA
1918-1931,854,"Бенюх, П. С.",БенюхПС,Рабочие на помощь,NA,NA,NA,М.,Огиз—Молодая гвардия,1930,Деритесь за политехнизм,48,30000,0.13,NA
1918-1931,855,"Бенюх, П. С.",БенюхПС,Юные мастера земли,Из опыта с.-х. работы детей на Киевщине. 1927—28 гг,NA,NA,М.; Л.,Огиз—Молодая гвардия,1930,Библиотека пионерработника. Серия «Пионерский опыт»,114,5000,NA,NA
1918-1931,863,"Бергер, А. К.",БергерАК,В горах Восточного Закавказья,Азербайджан,NA,NA,М.,Работник просвещения,1927,Читальня советской школы,60,5000,0.35,NA
1918-1931,864,"Бергер, А. К.",БергерАК,В горах Восточного Закавказья,Азербайджан,Изд. 2-е,NA,М.,Работник просвещения,1927,Читальня советской школы,60,10000,0.35,NA
1918-1931,865,"Бергер, А. К.",БергерАК,В горах Восточного Закавказья,Азербайджан,Изд 3-е,NA,М.,Работник просвещения,1930,Читальня советской школы,60,5000,0.2,NA
1918-1931,877,"Беренштам, В. В.",БеренштамВВ,В борьбе за право,Воспоминания защитника по политическим делам в царское время,Рис. М. Филипповича.,NA,М.,Огиз—Молодая гвардия,1930,NA,96,7000,0.85,NA
1918-1931,880,"Берлин, А.",БерлинА,Как искали край земли,NA,Рис. А. Ромодановской.,NA,М.; Л.,Огиз—Молодая гвардия,1930,NA,32,10000,0.2,NA
1918-1931,884,"Берман, Л. В.",БерманЛВ,Авто и дор,NA,Рис. Б. Берендгоф и С. Прусова.,NA,М.,Огиз—Молодая гвардия,1930,NA,64,10000,0.4,NA
1918-1931,887,"Берман, Л. В.",БерманЛВ,Ребята под сапогом,Детское движение в Германии,NA,NA,Л.,Прибой,1926,Дешевая книжка пионера,13,15000,0.4,NA
1918-1931,888,"Берман, Л. В.",БерманЛВ,Трамвай,NA,NA,NA,Л.,Красная газета,1929,Библиотека «Ленинских искр»,76,10000,0.35,NA
1918-1931,889,"Берман, Л. В.",БерманЛВ,Фабрика хлеба,NA,Рис. В. Преснякова.,NA,М.,Крестьянская газета,1928,Библиотека «Дружные ребята»,30,20000,0.1,NA
1918-1931,890,"Берман, Л. В.",БерманЛВ,Фабрика хлеба,NA,Рис. В. Преснякова.,NA,М.,Крестьянская газета,1929,Библиотека «Дружные ребята»,30,30000,0.1,NA
1918-1931,891,"Берман, Л. В.",БерманЛВ,Фабрика хлеба,NA,Изд. 3-е,NA,М.,Крестьянская газета,1930,Библиотека «Дружные ребята»,29,50000,0.8,NA
1918-1931,892,"Берман, Л. В.",БерманЛВ,Юный автомобилист,NA,NA,NA,М.,Огиз—Молодая гвардия,1931,Карманная б-чка журн. «Знание—сила»,31,60000,0.6,NA
1918-1931,893,"Берман, Л.; Халтурин, И.",БерманЛВ,Ребятам о газете,Что делать с газетой школьнику и пионеру,Рис. А. Налетова.,NA,Л.,Ленинградская правда,1927,Библиотека «Ленинских искр»,32,5000,0.25,NA
1918-1931,893,"Берман, Л.; Халтурин, И.",ХалтуринИ,Ребятам о газете,Что делать с газетой школьнику и пионеру,Рис. А. Налетова.,NA,Л.,Ленинградская правда,1927,Библиотека «Ленинских искр»,32,5000,0.25,NA
1918-1931,903,"Бертэ, Э.",БертэЭ,Маленькие школьники,Пе-рераб. и дополн. В. Либович,Рис. С. Гольдмана.,NA,Одесса,Одессполиграф,1928,Детская библиотека,227,5000,1.25,NA
1918-1931,905,NOAUTHOR,NA,БЕСЕДЫ С ПИКОРАМИ,NA,NA,NA,Ростов-Дон,Гиз,1925,"«Слушай, пионер»",31,50000,0.4,NA
1918-1931,909,"Бескурников, А.",БескурниковА,Юный тракторист,NA,NA,NA,М.,Огиз—Молодая гвардия,1931,Карманная библиотечка «Знание—сила»,32,25000,0.12,NA
1918-1931,911,NOAUTHOR,NA,БЕСПРИ3ОРНЫЕ,Сборник,Ред. И.С Рабиновича. Вступ. статья З. И. Лилиной.,NA,Л.,Прибой,1925,NA,201,7000,0.9,NA
1918-1931,912,Беюл.,Беюл.,Письма из Африки,NA,Обраб. Н. Заболоцкого. Рис. Н. Лапшина.,NA,М.; Л.,Гиз,1928,NA,73,20000,0.35,NA
1918-1931,1036,NOAUTHOR,NA,БИБЛИОТЕЧКА ВСЕСОЮЗНЫХ ПЕРЕВЫБОРОВ ПИОНЕРАКТИВА,NA,NA,NA,М.,Огиз—Молодая гвардия,1930,NA,NA,30100,0.55,NA
1918-1931,1055,"Блек, И. С.",БлекИС,Пионеры на военном корабле,NA,Рис. В. Тамби.,NA,Л.,Красная газета,1929,Библиотека «Ленинских искр»,51,10000,0.3,NA
1918-1931,1056,"Блек, И. С.",БлекИС,Пловучая крепость,NA,Рис. К. Рудакова и В. Тамби.,NA,Л.,Лен. обл. изд-во,1931,Библиотека «Ленинских искр»,88,20000,0.8,NA
1918-1931,1059,"Блэк, А.; Лесник",БлэкА,Кто что ест,Жуки и бабочки,NA,NA,М.,Огиз—Молодая гвардия,1931,NA,12,50000,0.1,NA
1918-1931,1060,"Блэк, А.; Лесник",БлэкА,Кто что ест,Жуки и бабочки,Звери,NA,М.,Огиз—Молодая гвардия,1931,NA,12,50000,0.1,NA
1918-1931,1061,"Блэк, А.; Лесник",БлэкА,Кто что ест в воде,Книжка-картинка,NA,NA,М.,Огиз—Молодая гвардия,1931,NA,12,50000,0.1,NA
1918-1931,1062,"Блэк, А.; Лесник",БлэкА,Кто что ест в воде,Книжка-картинка,Птицы,NA,М.,Огиз—Молодая гвардия,1931,NA,12,50000,0.1,NA
1918-1931,1062а,"Блюмберг, М.; Мартынов, А.; Трифонов, Ф.",БлюмбергМ,Шестой скороходовский,NA,Рис. А. Пахомова.,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,39,15000,0.2,NA
1918-1931,1062а,"Блюмберг, М.; Мартынов, А.; Трифонов, Ф.",ТрифоновФ,Шестой скороходовский,NA,Рис. А. Пахомова.,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,39,15000,0.2,NA
1918-1931,1063,"Блях, В.; Голобородько, М.",БляхВ,Игры в мяч,NA,Рис. С. Варича.,NA,Харьков,Всеукр. о-во содейств. юному ленинцу,1924,Библиотека юного ленинца,19,10000,0.8,NA
1918-1931,1063,"Блях, В.; Голобородько, М.",ГолобородькоМ,Игры в мяч,NA,Рис. С. Варича.,NA,Харьков,Всеукр. о-во содейств. юному ленинцу,1924,Библиотека юного ленинца,19,10000,0.8,NA
1918-1931,1064,"Блях, В.; Голобородько, М.",БляхВ,Избранные подвижные игры,NA,NA,NA,Харьков,Всеукр. о-во содейств. юному ленинцу,1924,Библиотека юного ленинца,29,10000,0.1,NA
1918-1931,1064,"Блях, В.; Голобородько, М.",ГолобородькоМ,Избранные подвижные игры,NA,NA,NA,Харьков,Всеукр. о-во содейств. юному ленинцу,1924,Библиотека юного ленинца,29,10000,0.1,NA
